mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,jazz fusion,0.5287573092404187,0.4897885910681037,341866.3226655603,0.43836616502321657,0.4710905138895748,0.18241962647352813,-14.158559513948472,0.05128562472378502,114.98256399496671,0.4927661499409064,32.491279186396106,5
1,k-pop,0.18677534646487606,0.6756199607905342,214447.59942306625,0.7431872989629196,0.007093568470112653,0.19161087243598307,-4.437254246686772,0.0880073336861051,118.14636668988794,0.5914783752956174,63.556654131282464,10
1,latin,0.3031495187950197,0.6880086959805622,247082.9888753277,0.674301204282947,0.01982797499341277,0.1850052532209148,-6.935224953764813,0.08414424116961748,122.50148946598394,0.6562594607175828,55.58557414317702,9
1,metal,0.041349713480202506,0.3816297470451809,272370.4849279208,0.8598045715868577,0.20275801874043534,0.2307361405136077,-7.414029308537037,0.08606965897863271,127.04298800367752,0.3615827288380212,41.26673704771749,9
1,mongolian pop,0.01635,0.7905,145398.5,0.4884999999999999,0.7195,0.3772,-9.4365,0.1845,92.035,0.43485,0.0,10
1,new wave,0.13688691252839208,0.5870331782630696,255519.5003430397,0.7022118337810661,0.1425544188691323,0.1864248105344316,-9.933072588488542,0.0509496804323914,125.01752188791608,0.645899423362623,39.857124672114,9
0,nintendocore,0.05570325966386554,0.4434453781512605,231674.49789915964,0.8800430672268907,0.08596992037815128,0.2240855042016807,-5.475073529411764,0.1129718487394958,139.46998004201677,0.3976039915966386,46.53151260504202,5
1,opera,0.9458633337623727,0.3011925413390503,285458.2369877267,0.19529427372810468,0.11189184919510252,0.22821844150519746,-17.586868912214644,0.06354174015588658,103.51312247261777,0.17892044944979665,19.662399079361187,2
1,orchestra,0.8928322043421422,0.2851479753129151,353416.21629192703,0.17236043043947955,0.5449955063449989,0.18862741305124475,-19.999912246282523,0.052134252642981764,102.72490536113058,0.20297935111390947,22.66633647726133,7
1,pop,0.2768728321083958,0.6283487609342724,216336.25914160727,0.6110411670955789,0.025298432106721728,0.17507254917649656,-6.977412638822683,0.08578437253633997,119.64966609362615,0.479474178078711,60.74590869085365,1
1,pop rock,0.2288908938476159,0.5459342167004086,239317.7058185532,0.6612218284225984,0.02870812791467754,0.17851347683151753,-7.405357343995197,0.05247520501521871,122.85332579492844,0.4981057209988823,50.58087780359606,7
1,progressive rock,0.28040299418091424,0.4151739872929783,347645.4463372977,0.5536701631060913,0.20755004173990949,0.2036525290800259,-11.532533680354266,0.05828191422887812,121.3772572498397,0.4249028320950208,35.67078025658853,2
1,psychedelic doom,0.059968238125,0.30550625,347691.1875,0.7418125,0.6558653125,0.15213125,-8.5719375,0.05741875,117.1611875,0.33487500000000003,43.0625,1
1,psychedelic rock,0.2920132313169282,0.4757081751797373,239253.55515805449,0.5871533905236594,0.10528105523224293,0.2200035158354704,-10.635115956608796,0.0628828257936683,122.92252373034529,0.5826489863887048,31.795010975548376,2
1,punk,0.0676740838530615,0.44497152566023535,188342.34505743152,0.8365016413284357,0.10421798923785824,0.2290668681720253,-7.462051773352777,0.08449604850802836,133.48566034636838,0.5585313800662884,38.08884996959455,11
1,r&b,0.2333488711591651,0.661261288711762,255282.18910273162,0.5857615754782616,0.013407294202511971,0.16763994102508048,-7.6798413474918625,0.10640301582692263,115.90800646302158,0.5228395527638899,49.416069672934164,1
1,rap,0.14625701250235518,0.7282871786988361,242422.22869942355,0.6696704520823902,0.02083466657195349,0.2090767416491892,-7.354165479121113,0.204598125420429,116.20887060696808,0.5533979389860608,52.39789246880102,1
1,reggae,0.2205361410683456,0.7449207807904014,236429.342963987,0.5316485477543097,0.08394955723680053,0.15546948158669593,-9.850163709491747,0.13192037080125274,118.4663412255273,0.7452155750467113,41.61784684751525,7
1,reggaeton,0.2208037388990996,0.7393176893897211,267085.75239252346,0.7251473940989264,0.022369210198085385,0.18768615417368967,-6.148234262023838,0.13310729029353313,118.56701125386034,0.6487024006662819,60.30828412762394,1
1,rock,0.16336243782892884,0.5006359387844106,247358.18027712914,0.7048039125462732,0.08991781945313247,0.2121052087902196,-8.177538908992718,0.06584866963601266,124.56643843367708,0.5163073464169899,44.619426528888425,9
1,singer-songwriter,0.4966412256949137,0.536281052669638,241884.06462380683,0.4287169072381186,0.045169586928834604,0.18571007752400173,-11.826350106746087,0.055249467279131166,116.40617677195772,0.4818714774968761,39.26181544737996,9
1,ska,0.1845196361258853,0.6431051474066773,212058.1846457765,0.641189299910062,0.10070864810437252,0.18352064169675075,-8.893544904420533,0.10007682105709644,126.0498951398397,0.7354575029974643,39.7731674794676,7
1,soul,0.4178573026289955,0.6084177387027698,242254.7879442316,0.5193445442305785,0.06251527461699548,0.18754790155003748,-10.467259726983624,0.06542967288190701,115.82312739636032,0.6317269490578893,37.684083095017115,0
1,soundtrack,0.6376681348195207,0.31693759610515754,205690.15451938065,0.29408489787755265,0.6737040127825391,0.16328782446872564,-17.15687166685618,0.048496843302187724,110.54124500738918,0.18349113762025127,44.23811927665713,7
1,synthpop,0.14839656597283296,0.6349494368522378,263461.7696353224,0.6823148925072492,0.1327772207295332,0.19682663109402654,-10.435088940913623,0.04716753766246865,121.50729333220829,0.6625308324238022,42.51134953955557,9
1,techno,0.057051423529411775,0.6961823529411765,357476.12352941174,0.6715705882352941,0.6807647058823528,0.17874117647058824,-10.72715294117647,0.06223764705882352,119.62752941176471,0.4941476470588234,38.911764705882355,2
0,trance,0.059880773548635136,0.5487627341132533,272788.4739276102,0.8246940242763771,0.3856609546882517,0.2510882193661778,-6.901479087713518,0.058868422310100525,129.80805465480313,0.2795839045422089,20.926283846872078,10
1,trap,0.13628283567406416,0.7282083718593714,233752.25430873877,0.6560159483846826,0.01002157851533321,0.203756214117458,-6.562271106024446,0.19250194899084944,121.99714931518362,0.5182317083197937,54.195577296558106,1
1,world,0.5474979417216911,0.5707906220256548,325951.741563022,0.45877299196711496,0.25344593070673266,0.1482233513953719,-12.913029942524275,0.055012865865742014,115.11868326913904,0.6010087029429891,42.934774839869924,9
